,comment,label
2249,xxx hack reclone every time figure better way today,ARCHITECTURE
2250,locales hard,CODE
2251,name passed usually needed needed trying find urltype package,CODE
2252,hacky barebones recreation system2,CODE
2253,nb give different behavior r versions provide requirenamespace thsoe nt search path not ideal otherwise switchr fail install,DEFECT
2254,nt exist ll hitting premature return next ok nt get created ugly i know,CODE
2256,nainteger lookup hack give us na value right type column,CODE
2257,regression test description annotation dups manifest this fails cran build systems works locally disabled,BUILD
2258,distance covariance correlation statistics alternate method implemented r without c call method usually slower c version,ARCHITECTURE
2260,there seems bug randomforestsrc varselect function calculage threshold correctly,DEFECT
2261,these may dangerous work column names,CODE
2262,in case runner moved twice atbat concentrate ended,REQUIREMENTS
2263,important have sort data frame case have sort timestamp not abnum dat dat order dat timestamp,CODE
2264,infield cutout pitcher s mound dummy trick r cmd check http r789695n4nabblecomrcmdchecktellsmenovisiblebindingforglobalvariablewhatdoesitmeantd1837236html,BUILD
2265,note pitcher raa s negative residuals mutate thrownig error,DEFECT
2266,deltaoff contribution average batter and runners mutate throws error,DEFECT
2267,trick avoiding r cmd check notes,BUILD
2268,one random effect,REQUIREMENTS
2269,uses function cmd,BUILD
2270,may ad noapt analogue nopackage exceptions handle json config far know certain images sertain dependencies preinstalled moment wo nt necessary,BUILD
2271,r cmd check fails test setting environment variable see https githubcomhadleytestthatissues144,BUILD
2272,fixme need tests windows machine,TEST
2273,todo locales expectequal localsessioninfo locale dockersessioninfo locale,TEST
2274,release reminders devtools nocov start,TEST
2275,nocov end,TEST
2276,todo result need ungrouped if mutating path two grouping vars it summarising path one grouping var,CODE
2278,compute intervals median point estimate it cleaner ignore results later two branching code paths,ALGORITHM
2279,deprecate divergences arg favor np consistency across functions,CODE
2280,fixme make sure levels zero counts still plotted,DEFECT
2282,using hacked datatable merge called merge2 temporary fix,CODE
2283,hardcoded function transform prob p via logistic function covariate,CODE
2284,assume equal dispersion two conditions combine counts two conditions estimate dispersions should keep sites nt show much differences i ll ignore part,REQUIREMENTS
2285,it seems overestimates truth need use tricks biostat paper remove overestimation to done later,ALGORITHM
2286,needed,CODE
2288,new tabix file named metyhlbase tmpstring works additional suffix passed tmpstring skipped,DEFECT
2289,new tabix file named metyhlbase tmpstring works additional suffix passed tmpstring skipped,DEFECT
2290,figure cutoffs use maybe elagent ways quick dirty works,CODE
2291,widths seqlengths gmeth nt work bioc lengths max bp chr,DEFECT
2292,errorsincvlibrary nt work mclapply,DEFECT
2293,assign envirnoments nt work mc snow change predfun return list pred fitlibrary elements parse two,DEFECT
2294,this give error cov z singular meaning least two columns linearly dependent todo this also error learner failed fix,DEFECT
2297,x must matrix use modelmatrix asmatrix todo support sparse matrices,CODE
2298,todo support sparse matrices,REQUIREMENTS
2299,knn class work binomial create additional algorithms different values k example k20 slknn20 function k slknn k k,REQUIREMENTS
2301,todo test,TEST
2302,errorsincvlibrary nt work snow,DEFECT
2303,set revdeplibpath reuse packages already installed without option revdevcheck fails takes forever,BUILD
2304,todo test prediction,TEST
2305,todo test different argument customizations,TEST
2307,todo test different argument customizations,TEST
2308,todo test hyperparameter optimization,TEST
2309,todo test hyperparameter optimization,TEST
2310,todo test different argument customizations,TEST
2311,todo test hyperparameter optimization,TEST
2312,need cleanup future tests nt fail use object,TEST
2313,todo fix methodnnls2 failed algorithms not clear fix,DEFECT
2314,need cleanup future tests nt fail use object,TEST
2315,need cleanup future tests nt fail use object,TEST
2316,todo fix ccls bad algorithms not clear,DEFECT
2320,todo test hyperparameter optimization,TEST
2321,todo test different argument customizations,TEST
2322,todo test hyperparameter optimization,TEST
2323,todo test different argument customizations,TEST
2324,todo test hyperparameter optimization,TEST
2325,todo test different argument customizations,TEST
2326,todo test hyperparameter optimization,TEST
2327,test xgboost multiclassification todo add test,TEST
2328,check last token line note need restrict search terminal nodes parse buggy sometimes reports false large end positions nonterminal nodes,CODE
2329,unfortunately natural lapply badx work badx looses class length andor,CODE
2330,this bad practice oh,CODE
2331,todo expectationexample check fails,CODE
2332,todo expectationexample check fails,CODE
2333,todo expectationexample noexportpattern failing,DEFECT
2334,take fairly long run commenting,ARCHITECTURE
2336,cheat,CODE
2337,cheat,CODE
2338,added later fast evaluation available border correction,ARCHITECTURE
2340,older code obtain upper estimate number pairs work around gcc bug,CODE
2341,allow slightly space work around gcc bug,DEFECT
2342,mathim mathimlist yet working,DEFECT
2343,this code slow,ARCHITECTURE
2344,hacked stats printecdf,CODE
2345,the column preferred values y deleted retain y delete later,DEFECT
2347,hack get around peculiar problem subset argument,CODE
2348,hack,CODE
2349,hack since modelmatrix nt handle desired,CODE
2350,this code slow,ARCHITECTURE
2352,weird,CODE
2353,weird,CODE
2354,uncorrected for demonstration purposes,DEFECT
2356,dirty way recording arguments model refitted later probably done using call eval envir etc,CODE
2357,temporary hack crossdot functions uses possibly temporary attribute overwrite x points,CODE
2358,adrian s wrong code average local statistics,PEOPLE
2360,old code polygonal case,CODE
2361,do not restrict this is now done in deltasuffstat filter i j must belong nominated subset okij ok i ok j i i okij j j okij,DESIGN
2362,ydescrip point patterns used,CODE
2364,use old code morphological operations,CODE
2366,uncorrected estimate,DEFECT
2367,coercion unnecessary useful debugging,CODE
2368,trick pcfdot,CODE
2369,this does nt work sure rescale length half diameter pixel,DEFECT
2370,bug workaround,CODE
2371,method effects,ARCHITECTURE
2372,undocumented hack stationary sumobj stationary,DOCUMENTATION
2373,hack gam lo allow extrapolation beyond range x values actually used fit check,CODE
2374,old code thinning,CODE
2375,problem constant covariate leads singular fit hack,DEFECT
2376,this work arbitrary ppm since uses fundamental relation conditional intensity likelihood but computationally intensive,ARCHITECTURE
2377,uncorrected for demonstration purposes weights,DEFECT
2378,uncorrected estimate t,DEFECT
2380,this dangerous hack,ARCHITECTURE
2381,check whether data new variables available nt work things like pi,DEFECT
2382,nonstandard calculations hack,CODE
2383,do need go guts,CODE
2384,apply weights rows model matrix temporary hack,CODE
2385,dirty way refitting model new dummy pattern probably done using call eval envir etc changed er use new quadschemelogi,CODE
2386,dirty way refitting model new dummy pattern probably done using call eval envir etc,CODE
2388,limited use,CODE
2389,testsfastkr check fast slow code kest options tested elsewhere revision date,TEST
2390,slow code full set corrections sqrt transformation ratios,ARCHITECTURE
2392,problems parsing weird strings levels marks x noted ulf mehlig,DEFECT
2393,covariates simulation fails,DEFECT
2394,fit point process model pattern rain covariate note incorrect trend formula,REQUIREMENTS
2395,the following nt work yet futxyg ppm cells x strauss usegamtrue anova futx futxyg,DEFECT
2396,testsppmtricksr test backdoor exits hidden options internals tricks ppm revision date,TEST
2397,deprecated use second argument deprecated deprecated deprecated crash,CODE
2400,nocov start release reminders devtools,TEST
2401,nocov end,TEST
2402,fixme remove burnin arg removed,CODE
2403,nocov start,TEST
2404,nocov end,TEST
2405,not used relsxml xmlfiles grepl relsrels xmlfiles perl true appxml xmlfiles grepl appxml xmlfiles perl true,CODE
2406,works length v,DEFECT
2408,to be deprecated,CODE
2409,dxf nt need i nt think,CODE
2410,todo sheetdata,CODE
2411,work,CODE
2413,restore phenotype sorting order sorting requested todo what nonnumeric phenotypes need sort etc,REQUIREMENTS
2414,merge work future use rbindlist rbindlist list work missingwork,CODE
2415,merge work future use rbindlist rbindlist list work missingwork,CODE
2416,merge work future use rbindlist rbindlist list work missingwork,CODE
2417,run need check,CODE
2418,check test selectfraction groupby feature summarise nfeature n less runs missing case zero runs let s check remove,TEST
2420,fractionated sample need get per sample run technical replicates match sample ms run different fractionation,CODE
2422,create condition bioreplicate columns todo fill correct values,REQUIREMENTS
2423,todo unbalanced case variance weighted degree freedom,REQUIREMENTS
2425,since easy perform say iterations analyze words code justifies numerical variables prevent stupid jokes funny settings ok still possible crash script give hint,DEFECT
2426,stupid obsolete variable needed somewhere,CODE
2427,sanity check case,CODE
2428,removing variables suppose thousands texts dozens features 2gb ram,ARCHITECTURE
2429,sanity check case,CODE
2430,getting rid links menus similar stuff deleted hopefully,CODE
2431,case theoretically still might one point,CODE
2432,case theoretically still might one point,CODE
2433,equation line two given points case drawing vertical lines,CODE
2434,equation line two given points case drawing vertical lines,CODE
2435,elegant way switching strings logical values,CODE
2438,this is an ugly workaround to prevent some pseudofalse positives adding candidate s class training set,CODE
2439,weird way checking corpus loaded variable initiation,CODE
2440,needs deleted sooner later,CODE
2441,accidentally might found sets time happen sometimes getting rid,DEFECT
2442,starting empty function case,CODE
2443,dirty trick get values nothing else,CODE
2444,number desired impostors bigger coprus,ALGORITHM
2445,dirty trick get values nothing else,CODE
2446,error produced variable names contain three dots case,DEFECT
2447,trick turned prevent damn function crash,ARCHITECTURE
2448,since easy perform say iterations analyze words code justifies numerical variables prevent stupid jokes funny settings ok still possible crash script give hint,DEFECT
2449,loading sample rolled looking milestone marks nt mind stupid names variables eg corpusofsecondaryset,CODE
2450,classes rather mere rownames,DESIGN
2451,todo something thick text slices slice longer whole text,CODE
2452,pronouns words deleted selection criteria used personal possessive,CODE
2453,this prevents us choosing nonexisting distance measure case default distance classic delta switched be aware correct spelling default value assigned well,CODE
2454,getting rid links menus similar stuff deleted hopefully,USABILITY
2455,temporary,CODE
2457,class matching seems bit weird,DEFECT
2459,pronouns words deleted selection criteria used personal possessive,REQUIREMENTS
2460,stupid obsolete variable needed somewhere,CODE
2461,trick start counting naming nodes,CODE
2463,the core code graphic output yes right ve seen lines instead blaming us write better code let us know,DESIGN
2464,something s wrong variable features needs corrected,DEFECT
2465,case convert characters,CODE
2466,case convert characters,CODE
2467,wdi allows perpage seems undocumented,DOCUMENTATION
2468,bad data wdi json files require impose constraint,CODE
2469,fixme code needlessly written headers could different order,CODE
2472,handle multiple plans fixme limited single plan present,REQUIREMENTS
2473,version nortek docs page fixme present data types,CODE
2474,unused error readbin buf pointer2 integer size4 nn endian little fixme unused,DESIGN
2475,fixme read fields following list,REQUIREMENTS
2476,fixme read fields following list,REQUIREMENTS
2477,fixme read fields following list,REQUIREMENTS
2478,fixme read fields following list,REQUIREMENTS
2479,fixme read fields following list,REQUIREMENTS
2480,fixme read fields following list,REQUIREMENTS
2481,fixme right,DEFECT
2485,fixme read fields following list,REQUIREMENTS
2486,fixme perhaps save altimeterquality next bytes fixme perhaps save altimeterstatus next bytes,CODE
2487,fixme perhaps save altimeterquality next bytes fixme perhaps save altimeterstatus next bytes,CODE
2488,fixme perhaps save altimeterquality next bytes fixme perhaps save altimeterstatus next bytes,CODE
2489,fixme perhaps save altimeterquality next bytes fixme perhaps save altimeterstatus next bytes,CODE
2490,fixme perhaps save altimeterquality next bytes fixme perhaps save altimeterstatus next bytes,CODE
2492,fixme perhaps save altimeterquality next bytes fixme perhaps save altimeterstatus next bytes,CODE
2493,fixme perhaps save altimeterquality next bytes fixme perhaps save altimeterstatus next bytes,CODE
2494,fixme perhaps save altimeterquality next bytes fixme perhaps save altimeterstatus next bytes,CODE
2495,prepare data fixme put individual items,ALGORITHM
2496,wo nt need many catch coding errors,CODE
2497,may use add extend window,CODE
2499,year fixme check month day hour min sec,DEFECT
2500,year fixme check month day hour min sec,DEFECT
2501,year fixme check month day hour min sec,DEFECT
2503,year fixme check month day hour min sec,DEFECT
2504,year fixme check month day hour min sec,DEFECT
2505,fixme need q file hold zone aquadopp error see table p40 table p53 systemintegratormanualjan2011pdf,CODE
2506,check,CODE
2507,echo amplitude correlation fixme use value user velocityscale fixme work given docs see system integrator guide,DEFECT
2508,fixme correlation quality,ALGORITHM
2509,sometimes extra sample time na because times continuous without extra sample i ll remove entire sample,DEFECT
2510,fixme may things eg try measure salinity,REQUIREMENTS
2511,fixme,CODE
2512,fixme check velocitymaximum,CODE
2513,fixme may change new devices,ARCHITECTURE
2514,fixme right,CODE
2515,fixme check allowed fixme check allowed,CODE
2516,developer alter line suit new data class,DESIGN
2519,ad2cp burst data records one list average records another one permit eg burst numeric burst numeric fixme document defult leave data,DOCUMENTATION
2521,fixme use j eg times,CODE
2522,fixme places eg allclassr350 parentframe what right,CODE
2523,fixme check see handling slow timescale data properly,ARCHITECTURE
2525,fixme broken ad2cp,DEFECT
2526,fixme handle ad2cp fixme handle ad2cp,REQUIREMENTS
2527,fixme handle ad2cp fixme handle ad2cp,REQUIREMENTS
2528,fixme handle ad2cp fixme handle ad2cp fixme handle ad2cp,REQUIREMENTS
2529,fixme document this fixme document this fixme document this,DOCUMENTATION
2530,developer note update first test teststestthattestadpr new which handled,TEST
2533,fixme i want,REQUIREMENTS
2534,fixme i want,REQUIREMENTS
2535,fixme made matrix,CODE
2536,fixme delete commentblock key plot types checked i test early nov but i prefer old instrumenttype names x metadata isnull x metadata instrumenttype x metadata instrumenttype ad2cp old old warning in plot adpmethod which tested callfalse old,TEST
2537,single scale amplitude data fixme name item missing,CODE
2538,fixme check name,CODE
2541,fixme i think deleted blank plot get axis length images,USABILITY
2542,fixme assume equal,ALGORITHM
2544,fixme span arg,CODE
2545,remove case got added mistake,CODE
2546,treat ad2cp differently eg ahrs may need benefit extracting heading etc cases also orientation names different type isolating code makes things clearer easier maintain fixme consider splitting rdi sontek cases,DESIGN
2547,fixme,CODE
2548,fixme deal ad2cp orientations can use methodology similar nonad2cp nonahrs cases fixme loop like beamtoxyzadpad2cp also,REQUIREMENTS
2550,developer note i thought might faster use c calculations since memory pressure ought bit smaller need rep ahrs values across cells however i tried test results suggest r method much faster also easier others modify i think use speed test 292m file c method user system elapsed message c method cell nc res data item v cell doad2cpahrs v cell ahrs r method user system elapsed message r method,ARCHITECTURE
2552,fixme ensure exist,CODE
2553,fixme check missing weird,CODE
2554,fixme check whether speed things using eg x v instead v would lower memory requirements,ARCHITECTURE
2556,fixme handle ad2cp,REQUIREMENTS
2557,fixme sentinel files bytesperensemble nt ensembles,CODE
2558,risky code there really seems nothing specific file tell instrument type act desparation hope i m going flag one thing clearly stated clearly different two documentation entries the exception sentinel v class recognized code sequence 0x00 0x70 see near line capture first,ARCHITECTURE
2560,fixme use proper length wo nt use anyway,CODE
2563,fixme document this fixme document this fixme document this,DOCUMENTATION
2564,fixme we process header wholly r nt need probably bytes let s read case it might worth thinking detail case file might header much longer studied writing code,ARCHITECTURE
2565,issue i think winriver file second profile different somehow yielding incorrect codes fixme codes differ profile profile supposed codes cbind buf ensemblestart c header dataoffset buf 1ensemblestart c header dataoffset ocedebug debug codes paste 0x paste codes sep sep n ocedebug debug codes paste 0x paste codes sep sep n,DEFECT
2566,look sentinelrelated codes fixme fields look 0x00 0x70 v series config 0x01 0x70 v series ping setup 0x02 0x70 v series adc data 0x04 0x70 v series event log 0x01 0x0f v beam data leader 0x00 0x0a v beam data 0x00 0x0b v beam correlation 0x00 0x0c v beam amplitude 0x00 0x0d v beam percent good 0x00 0x32 transformation matrix transformation matrix v beam data v beam correlation v beam amplitude v beam percent good read relevant v series metadata remove first row codes 7f7f header always,ALGORITHM
2567,havebottomtrack false fixme maybe determine header,CODE
2568,fixme docs say assume order data chunks following works fixme data seen date,CODE
2569,fixme set space c method slow ugly,ARCHITECTURE
2571,fixme dk i need figure difference enavtime navtime fixme cr calling navtime adcp time tmptime isodatetime asinteger buf o54 asinteger buf o55 year asinteger buf o57 month asinteger buf o56 day tztz navtime c navtime tmptime readbin buf o5861 integer n1 size4 endianlittle a navtime asposixct navtime origin19700101 tztz,CODE
2572,remove nas time sure right prevents problems fixme wo nt need handle vmdas also fixme test,TEST
2573,note headingbias needs removed,CODE
2574,transformation matrix fixme dal people use last row matrix rdi codas use and i think rdi may two definitions notes coordinate transformationmatrix from figure page act adcp coordinate transformationpdf x defined run beam beam defined run beam beam z righthanded upwardlooking orientation viewed b3 b2 b1 b4 coords x z page downward the matrix section act as check coding see python software http currentssoesthawaiieduhgpycurrentsfile3175207488bbadcptransformpy control sign first rows transformationmatrix,ALGORITHM
2575,clean sure needed issue1228,CODE
2577,nolint variable used nolint variable used nolint variable used nolint variable used spare int i guess 2byte ints signed,CODE
2578,examine first profile get numberofbeams etc fixme really hardwired,CODE
2579,fixme next line reads year incorrectly year month day hour min sec,DEFECT
2580,fixme pressure else wrong need count bytes p84 adpmanual figure look ugly,DEFECT
2581,below c code sontek pulsecoherent adp 2byte littleendian integers fixme perhaps read things high priority since data file code originally developed distances set mm velocities mms suggestive insignificant placeholder values typedef struct unsigned int reslag mm used single cell unsigned int resua mms ambiguity resolution unsigned int resstart mm position resolve unsigned int reslength mm cell unsigned int prflag mm used full profile unsigned int prfua mms unsigned int prfstart mm positionlength first unsigned int prflength mm cell profile unsigned int range maxbeams mm range boundary int ures maxbeams mms velocities resolve lag unsigned char cres maxbeams correlations resolve lag pcrecordtype,DEFECT
2582,fixme probably could speeded,ARCHITECTURE
2583,interpolate headings may less frequent profiles fixme really,REQUIREMENTS
2584,s sin pi cs cos pi180 sin pi180 30deg 3beam pattern c cos pi 30deg 3beam pattern fixme check also read check,DEFECT
2585,30deg 3beam pattern warning fixme check also read check,DEFECT
2586,wo nt need many catch coding errors,CODE
2587,read profilespecific things profile profile profilenumber readbin buf pppp14 integer nnp size4 fixme check profile number monotonic may help us daily blankouts also,CODE
2588,fixme use transformationmatrix discovered header,CODE
2589,fixme fill fixme fill,CODE
2590,fixme fill,CODE
2592,filled later fixme check correct fixme fixme fixme,CODE
2593,fixme read file,ARCHITECTURE
2594,fixme right,CODE
2595,wo nt need many catch coding errors,CODE
2596,fixme need samplesperburst,CODE
2597,window data buffer using bisection case variable number vd sd pairs code could never executed i need taller monitor better eyes i see bigger chunks code this block get removed next gitcommit,CODE
2598,ensure vvdstart pointers bracketed vsdstart pointers fixme invalidate fromindex toindex,DEFECT
2600,fixme read roll pitch range ok bites,CODE
2601,fixme wrong res metadata burstlength round length vvdstart length vsdstart fixme surely header fixme wrong ocedebug debug vectorshow res metadata burstlength burstlength,DEFECT
2603,fixme nt autodetected user header,DEFECT
2604,fixme nt autodetected user header,DEFECT
2605,vvdsec vvdsec look output burst headers velo fixme huh,DEFECT
2606,fixme forum posting official doc,DOCUMENTATION
2610,fixme slow timescale,ARCHITECTURE
2611,fixme i want,REQUIREMENTS
2612,fixme i want,REQUIREMENTS
2613,fixme i want,REQUIREMENTS
2614,translate wordstyle fixme ugly coding,CODE
2615,fixme using tsslow,ARCHITECTURE
2617,fixme plotadv passing mar cex etc smoothscatter,CODE
2618,not using matrix method might consume memory measures faster xyz tm rbind x data v x data v x data v,CODE
2619,fixme havetsslow necessary,ARCHITECTURE
2620,fixme rename avoid confusion,CODE
2621,fixme emulate direct injection functions hopes reducing memory footprint,ARCHITECTURE
2623,fixme seems wrong fixme seems wrong,DEFECT
2624,checksumlength fixme determined based headers,CODE
2625,fixme,DEFECT
2627,fixme bug docs say samplingrate units 01hz sleiwex2008m3 data file 001hz,ALGORITHM
2628,burst offsets fixme need,CODE
2629,fixme ignoring,CODE
2630,no need subset time from to integers i really sure want posix case either i changing dek issue,CODE
2632,spb hdt fixme may change time sr spb,CODE
2633,fixme odd velocity scale text files use cms,CODE
2635,fixme guessing resolution text files fixme guessing max velocity text files,DEFECT
2636,fixme guessing orientation,CODE
2637,fixme get burst average separately,CODE
2638,print originalname i m sure following ever happen always remember use ctdaddcolumn i nt want datanames getting recycled next ifblock prevents,DEFECT
2639,fixme use j eg times message base message ascharacter message value paste value collapse metadata must match exactly data partially matched,CODE
2640,developer alter line suit new data class,DESIGN
2642,developer note keep synch teststestthattestflagsr manroxygeninitializeflagschemer,TEST
2643,apply units see http wwwremsscommissionsamsre fixme table link two factors time i ve idea means extracting seems seconds day fixme guessing amsr time units fixme guessing amsr time units,ALGORITHM
2644,fixme let default band,CODE
2645,message fixme argomethod calling next method defined rallclassr,CODE
2646,local function need pollute namespace,DESIGN
2647,local function need pollute namespace,DESIGN
2648,issue1628 check gridded argo issue1628 gridded ifelse apply x data pressure diff narmtrue true false issue1628 gridded issue1628 x data pressure x data pressure fixme convert pressure vector issue1628 keep eval substitute subset x data parentframe issue1628 x data pressure res data pressure fixme convert back original subsetting issue1628 else issue1628 stop subset ungridded argo pressure use argogrid first callfalse issue1628,DEFECT
2649,fixme modify sal temp pre in end pre constant along first index,CODE
2650,handle units getting data we must read data remove entries varnames know left end shoved metadata fixme would nice automate handle cases handled hardwired code,ALGORITHM
2651,fixme code brittle dependent layout fixme output ncopen might subject change fixme the code worked,ARCHITECTURE
2654,t profile fixme handle noise document,DOCUMENTATION
2655,developer alter line suit new data class,DESIGN
2656,take first may problematic,DEFECT
2657,fixme i idea uz i guess unit,CODE
2658,caution quite trusting,ARCHITECTURE
2659,fixme handling slow timescale data,ARCHITECTURE
2660,fixme fastslow,ARCHITECTURE
2661,fixme assuming equal dt,ALGORITHM
2662,old fixme terrible we gain nothing ito speed merely setting na old keep w x data longitude x data longitude e s x data latitude x data latitude n old res data latitude keep na old res data longitude keep na old naendpoints function x old isna x old x c na x old isna x length x old x c x na old x old,ARCHITECTURE
2664,old border col exist,CODE
2665,fixme makes sense browser,CODE
2666,bookmark longitudelim better,ALGORITHM
2667,fixme use bg col delete fill,CODE
2668,ischaracter fill isnull x metadata fillable x metadata fillable fixme handle type values p l,REQUIREMENTS
2669,slow one line,ARCHITECTURE
2670,slow one line,ARCHITECTURE
2671,fixme could clever eof,CODE
2672,null record skip bytes i guess table,CODE
2673,fixme slow know size start,ARCHITECTURE
2675,following slower using match r refs w r nodeids fixme speed perhaps use match r nodeids latitude c latitude nodelats w longitude c longitude nodelons w,ARCHITECTURE
2677,fixme check indeed color,CODE
2678,fixme segments 1segments,CODE
2679,fixme next might miss top color,CODE
2680,q why name contain gmt nb i ve documented namespace,DOCUMENTATION
2682,bookmark1 code needs synch bookmark2,DESIGN
2684,fixme issue work next lines message zlim isnull zlim null else paste zlim collapse,DEFECT
2685,bookmark2 code needs synch bookmark1,DESIGN
2686,next wrong tack one value unless n1,DEFECT
2688,developers please pattern functions documentation uniformity developers you need change docs spots code developers marked developer etc,DOCUMENTATION
2689,developer alter line suit new data class,DESIGN
2691,handle wraparound fixme code tricky welltested esp wrt leap year,TEST
2692,handle wraparound fixme code tricky welltested esp wrt leap year,TEST
2693,handle wraparound fixme code tricky welltested esp wrt leap year,TEST
2694,fixmegsw permit gsw version,REQUIREMENTS
2695,fixmegsw permit gsw version,REQUIREMENTS
2696,message fixme ctdmethod calling next method defined rallclassr,CODE
2698,changes update ocer odfctdlink,CODE
2699,scan dnames res data scan scan fixme time goes metadata data make sense,DEFECT
2700,permit ocestyle names wocestyle names three key variables fixme handle,REQUIREMENTS
2701,fixme accept woce names,REQUIREMENTS
2702,fixme sampleinterval default res metadata names names res metadata labels labels,CODE
2703,default units fixme may bad idea,CODE
2705,fixme far slow,ARCHITECTURE
2706,fixme maybe deprecated,CODE
2708,fixme in could clever singlepanel plots may better get users habit supplying xlim etc yield errors plotlm example,ALGORITHM
2709,fixme recycle sensibly,CODE
2710,fixme use inset,CODE
2711,nonprojection case terrible north fixme prob,CODE
2712,library ocedata fixme needed,CODE
2713,fixme used nonstandardized lon,CODE
2715,fixme detect odv type first second line see ocemagic,CODE
2716,fixme use ocemagic,CODE
2719,fixme next resizable label also n2 br getoption oceunitbracket c else c,ALGORITHM
2720,fixme probably wo nt work addtrue,DEFECT
2721,fake first point fixme adjust params,ALGORITHM
2722,fixme theta,ALGORITHM
2723,fixme works extend x types,CODE
2724,fixme works extend x types,CODE
2725,fixme guess scale,REQUIREMENTS
2727,note use latin1 avoid problem accented e used sigmatheta lines readlines file encoding utf8,CODE
2728,fixme insist salinity temperature pressure,REQUIREMENTS
2729,length grep end line bug regexp good new r210,DEFECT
2730,push back header read file text vector speed the btl format reverseengineered inspecting files since i could discover documentation format therefore good chance errors code see https githubcomdankelleyoceissues1681,DOCUMENTATION
2733,fixme check salinity units,REQUIREMENTS
2734,see wocenames2ocenames update new items added fixme almost certainly needs lot translations the next comment lists fixme i ve seen but know definitively it would great find official fixme list partly present function documented documentation fixme list source sampno btlnbr btlnbrflagw date time latitude longitude depth ctdprs ctdtmp ctdsal ctdsalflagw salnty salntyflagw oxygen oxygenflagw silcat silcatflagw nitrit nitritflagw no2no3 no2no3flagw phspht phsphtflagw,DOCUMENTATION
2736,fixme argument selects ctdsal salnty,CODE
2737,fixme decode real units,CODE
2738,fixme check see whether woceexchange always gives dates digits,CODE
2739,fixme use s4 ctd woce res metadata units pressure list unitexpression dbar scale,DESIGN
2740,fixme timelocation latitude longitude,CODE
2742,fixme make argument,CODE
2743,fixme find whether samplesperping always defined prior use code10x15 blocks the rstudio codediagnostic complains variable used defined i run test code problem variable defined what i know whether files always byte groupsing order least setting zero value likely cause error ever occurs i may need reorder code problems arise overriddent later prevent codediagnostic warning,TEST
2744,note time reversal assignment data matrix fixme faster flip data matrix later,ARCHITECTURE
2745,fixme many pings times wrong,DEFECT
2746,p13 receiver eeprom image fixme serialnum index question corr c int16le buf offset28212 1l resinteger naoktrue package oce res p13 p13,DEFECT
2749,old psi res metadata bwy res metadata bwx biosonics bwx 01deg old debug cat psi psi n sep old c sound speed inferred sal tem fixme could use pressure i suppose old r range old sv log10 slrstpow log10 r r log10 c pud10000000 psi20 corr1000 old range rev depth,DEFECT
2750,fixme slow may need use c,ARCHITECTURE
2751,yscale yaxp yaxp fixme allow type arg,REQUIREMENTS
2752,strip minutes may confusing,CODE
2753,below using eg par mai find margins if user employing layout call give right answer plot established initialized sure right term so use trick call frame establishinitialize plot call plot newtrue prevent advancing next panel layout a secondary trick also required set zero margins calling frame otherwise figure margins large error frame layout tight,DEFECT
2754,ok done trick ps long comments given result persistent problems largemargin errors i nt want new approach get lost code,CODE
2755,adjust palette margins mai1 fixme also alter mai2,CODE
2756,trick code avoid autocreating breaks,DEFECT
2757,fixme guessing best line used,CODE
2758,fixme new one case generally graphic state confusing,USABILITY
2759,fixme need check zclip,CODE
2761,fixme many colors use,ALGORITHM
2762,fixme decide length,ALGORITHM
2763,fixme negation isna confusing comes col breaks together,DEFECT
2764,drop first header line missing value line footer ignore,CODE
2765,guess probably dangerous,CODE
2766,fixme document part,DOCUMENTATION
2767,fixme ignoring decimation may best anyway,ALGORITHM
2769,fixme kelley,PEOPLE
2770,fixme kelley,PEOPLE
2771,image dimensions l getitem info panchromaticlines getitem info panchromaticsamples dimpanchromatic c l reverse l getitem info reflectivelines getitem info reflectivesamples dimreflective c l l getitem info thermallines getitem info thermalsamples dimthermal c l select certain lines the header short steps case data format changes later adjustment required delete grouping commands select assignments remove leading whitespace remove trailing whitespace,DEFECT
2772,fixme numeric,CODE
2774,fixme assume others 1byte like landsat7,CODE
2775,utm true fixme make arg,CODE
2776,fixme clean code,CODE
2777,fixme clean code,CODE
2778,fixme diminishing need ur numbers lonlat space,CODE
2780,fixme ok dc asnumeric quantile 13length x narmtrue fixme criterion bad dc bad diff range x narmtrue,CODE
2781,length options oce1181 browser fixme finish polygons bit tricky eg fixme create series points trace along edge fixme visible earth,REQUIREMENTS
2782,fixme uniroot method looks good side2 try side1 also smaller increments slower catch labels,ARCHITECTURE
2785,remove islandlake entirely offscale this solution antarcticastereographic problem issue line segment two offscale points might intersect box for reason done trimtrue,DEFECT
2787,determining grid automatically proved quite tricky code near spot reworked repeatedly at one time code near spot looked par usr tried invert corners get idea scale failed winkel tripel wintri projection goes seems infinite loop trying inverse point beyond edge earth disk i think fails disk edge when oce proj4 code embedded within src problem i workaround this workaround reported proj4 community i expect sometime year problem go away given present code focusses near centre plot region a region might correspond one tick axes assuming ticks per side inverse mapped corners used determine tick scale rather use pretty scale determined list standards maps 5deg increments good view 4deg,ALGORITHM
2789,fixme maybe use maplines,CODE
2790,problems eg lat lines nt complete see blog 65png also problem diagonal line see blog 64png remove ugly horizontal lines occur projections show edge earth,DEFECT
2791,fixme number next line might need adjustment,CODE
2792,fixme use maplines,CODE
2793,fixme get options x revisit next lines,CODE
